ride_name,ride_url,park_url,length_ft,height_ft,speed_mph,park_name,year_active,park_operator
american_eagle,https://rcdb.com/9.htm,https://rcdb.com/4530.htm,4650,127,66,six_flags_great_america,2020,six_flags
american_eagle,https://rcdb.com/9.htm,https://rcdb.com/4530.htm,4650,127,66,six_flags_great_america,2021,six_flags
american_eagle,https://rcdb.com/9.htm,https://rcdb.com/4530.htm,4650,127,66,six_flags_great_america,2022,six_flags
american_eagle,https://rcdb.com/9.htm,https://rcdb.com/4530.htm,4650,127,66,six_flags_great_america,2023,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2008,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2009,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2010,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2011,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2012,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2013,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2014,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2015,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2016,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2017,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2018,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2019,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2020,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2021,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2022,six_flags
american_thunder,https://rcdb.com/4045.htm,https://rcdb.com/4536.htm,2713,82,48,six_flags_st_louis,2023,six_flags
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1991,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1992,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1993,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1994,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1995,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1996,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1997,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1998,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,1999,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2000,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2001,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2002,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2003,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2004,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2005,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2006,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2007,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2008,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2009,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2010,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2011,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2012,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2013,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2014,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2015,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2016,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2017,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2018,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2019,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2020,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2021,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2022,cedar_fair
anaconda,https://rcdb.com/92.htm,https://rcdb.com/4544.htm,2700,128,50,kings_dominion,2023,cedar_fair
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2009,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2010,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2011,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2012,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2013,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2014,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2015,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2016,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2017,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2018,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2019,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2020,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2021,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2022,six_flags
apocalypse_the_ride,https://rcdb.com/4173.htm,https://rcdb.com/4532.htm,2877,95,50.1,six_flags_magic_mountain,2023,six_flags
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2002,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2003,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2004,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2005,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2006,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2007,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2008,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2009,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2010,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2011,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2012,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2013,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2014,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2015,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2016,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2017,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2018,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2019,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2020,cedar_fair
apple_zapple,https://rcdb.com/930.htm,https://rcdb.com/4544.htm,1312.3,51.8,35,kings_dominion,2021,cedar_fair
