ride_name,type,design,scale,park_name,ride_status,ride_url,park_url,opened,closed,opened2,closed2,yro_best,yrc_best
railblazer,steel,sit_down,extreme,californias_great_america,operating,https://rcdb.com/15412.htm,https://rcdb.com/4541.htm,20180614,NA,20180614,NA,2018,NA
greased_lightnin,steel,sit_down,extreme,californias_great_america,defunct,https://rcdb.com/75.htm,https://rcdb.com/4541.htm,19770708,20020000,19770708,20021111,1977,2002
gulf_coaster,steel,sit_down,kiddie,californias_great_america,defunct,https://rcdb.com/2301.htm,https://rcdb.com/4541.htm,19760000,19800000,19761111,19801111,1976,1980
stealth,steel,flying,extreme,californias_great_america,defunct,https://rcdb.com/583.htm,https://rcdb.com/4541.htm,20000401,20030902,20000401,20030902,2000,2003
whizzer,steel,sit_down,thrill,californias_great_america,defunct,https://rcdb.com/726.htm,https://rcdb.com/4541.htm,19760000,19880000,19761111,19881111,1976,1988
invertigo,steel,inverted,extreme,californias_great_america,defunct,https://rcdb.com/473.htm,https://rcdb.com/4541.htm,19980321,20101031,19980321,20101031,1998,2010
jaguar,steel,sit_down,family,knotts_berry_farm,operating,https://rcdb.com/291.htm,https://rcdb.com/4546.htm,19950617,NA,19950617,NA,1995,NA
ghostrider,wood,sit_down,extreme,knotts_berry_farm,operating,https://rcdb.com/526.htm,https://rcdb.com/4546.htm,19981208,NA,19981208,NA,1998,NA
silver_bullet,steel,inverted,extreme,knotts_berry_farm,operating,https://rcdb.com/2536.htm,https://rcdb.com/4546.htm,20041207,NA,20041207,NA,2004,NA
sierra_sidewinder,steel,sit_down,thrill,knotts_berry_farm,operating,https://rcdb.com/3704.htm,https://rcdb.com/4546.htm,20070526,NA,20070526,NA,2007,NA
pony_express,steel,sit_down,thrill,knotts_berry_farm,operating,https://rcdb.com/4089.htm,https://rcdb.com/4546.htm,20080522,NA,20080522,NA,2008,NA
coast_rider,steel,sit_down,thrill,knotts_berry_farm,operating,https://rcdb.com/11074.htm,https://rcdb.com/4546.htm,20130525,NA,20130525,NA,2013,NA
hangtime,steel,sit_down,extreme,knotts_berry_farm,operating,https://rcdb.com/15413.htm,https://rcdb.com/4546.htm,20180518,NA,20180518,NA,2018,NA
xcelerator,steel,sit_down,extreme,knotts_berry_farm,sbno,https://rcdb.com/1574.htm,https://rcdb.com/4546.htm,20020622,NA,20020622,NA,2002,NA
montezoomas_revenge,steel,sit_down,extreme,knotts_berry_farm,sbno,https://rcdb.com/292.htm,https://rcdb.com/4546.htm,19780521,NA,19780521,NA,1978,NA
timberline_twister,steel,sit_down,kiddie,knotts_berry_farm,defunct,https://rcdb.com/293.htm,https://rcdb.com/4546.htm,19830000,20230000,19831111,20231111,1983,2023
windjammer_surf_racers,steel,sit_down,extreme,knotts_berry_farm,defunct,https://rcdb.com/294.htm,https://rcdb.com/4546.htm,19970326,20000302,19970326,20000302,1997,2000
wacky_soap_box_racers,steel,sit_down,thrill,knotts_berry_farm,defunct,https://rcdb.com/1333.htm,https://rcdb.com/4546.htm,19760000,19960000,19761111,19961111,1976,1996
corkscrew,steel,sit_down,extreme,knotts_berry_farm,defunct,https://rcdb.com/177.htm,https://rcdb.com/4546.htm,19750000,19890000,19751111,19891111,1975,1989
boomerang,steel,sit_down,extreme,knotts_berry_farm,defunct,https://rcdb.com/290.htm,https://rcdb.com/4546.htm,19900406,20170423,19900406,20170423,1990,2017
montu,steel,inverted,extreme,busch_gardens_tampa,operating,https://rcdb.com/87.htm,https://rcdb.com/4543.htm,19960516,NA,19960516,NA,1996,NA
kumba,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/94.htm,https://rcdb.com/4543.htm,19930420,NA,19930420,NA,1993,NA
scorpion,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/95.htm,https://rcdb.com/4543.htm,19800516,NA,19800516,NA,1980,NA
sheikra,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/2662.htm,https://rcdb.com/4543.htm,20050521,NA,20050521,NA,2005,NA
air_grover,steel,sit_down,family,busch_gardens_tampa,operating,https://rcdb.com/8632.htm,https://rcdb.com/4543.htm,20100327,NA,20100327,NA,2010,NA
cheetah_hunt,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/9456.htm,https://rcdb.com/4543.htm,20110527,NA,20110527,NA,2011,NA
cobras_curse,steel,sit_down,thrill,busch_gardens_tampa,operating,https://rcdb.com/12781.htm,https://rcdb.com/4543.htm,20160617,NA,20160617,NA,2016,NA
tigris,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/16607.htm,https://rcdb.com/4543.htm,20190419,NA,20190419,NA,2019,NA
iron_gwazi,steel,sit_down,extreme,busch_gardens_tampa,operating,https://rcdb.com/16985.htm,https://rcdb.com/4543.htm,20220311,NA,20220311,NA,2022,NA
python,steel,sit_down,extreme,busch_gardens_tampa,defunct,https://rcdb.com/96.htm,https://rcdb.com/4543.htm,19760701,20061031,19760701,20061031,1976,2006
gwazi,wood,sit_down,extreme,busch_gardens_tampa,defunct,https://rcdb.com/533.htm,https://rcdb.com/4543.htm,19990618,20150201,19990618,20150201,1999,2015
sandserpent,steel,sit_down,thrill,busch_gardens_tampa,defunct,https://rcdb.com/2595.htm,https://rcdb.com/4543.htm,20040200,20230709,20040211,20230709,2004,2023
cyclone,wood,sit_down,thrill,luna_park,operating,https://rcdb.com/222.htm,https://rcdb.com/9250.htm,19270626,NA,19270626,NA,1927,NA
thunderbolt,steel,sit_down,extreme,luna_park,operating,https://rcdb.com/8788.htm,https://rcdb.com/9250.htm,20140614,NA,20140614,NA,2014,NA
tickler,steel,sit_down,thrill,luna_park,operating,https://rcdb.com/9251.htm,https://rcdb.com/9250.htm,20100529,NA,20100529,NA,2010,NA
circus_coaster,steel,sit_down,family,luna_park,operating,https://rcdb.com/9254.htm,https://rcdb.com/9250.htm,20100529,NA,20100529,NA,2010,NA
soarin_eagle,steel,flying,extreme,luna_park,operating,https://rcdb.com/9515.htm,https://rcdb.com/9250.htm,20110400,NA,20110411,NA,2011,NA
steeplechase,steel,sit_down,thrill,luna_park,operating,https://rcdb.com/9664.htm,https://rcdb.com/9250.htm,20110400,NA,20110411,NA,2011,NA
tonys_express,steel,sit_down,family,luna_park,operating,https://rcdb.com/17674.htm,https://rcdb.com/9250.htm,20220900,NA,20220911,NA,2022,NA
mini_mouse,steel,sit_down,family,luna_park,operating,https://rcdb.com/18703.htm,https://rcdb.com/9250.htm,20210000,NA,20211111,NA,2021,NA
dragon_wagon,steel,sit_down,family,luna_park,defunct,https://rcdb.com/9426.htm,https://rcdb.com/9250.htm,20090000,20090000,20091111,20091111,2009,2009
big_apple,steel,sit_down,family,luna_park,defunct,https://rcdb.com/284.htm,https://rcdb.com/9250.htm,19770402,20080000,19770402,20081111,1977,2008
giant_racer,wood,sit_down,NA,luna_park,defunct,https://rcdb.com/3036.htm,https://rcdb.com/9250.htm,19110000,19260000,19111111,19261111,1911,1926
unknown,steel,sit_down,kiddie,luna_park,defunct,https://rcdb.com/3450.htm,https://rcdb.com/9250.htm,NA,NA,NA,NA,NA,NA
high_roller,wood,sit_down,extreme,valleyfair,operating,https://rcdb.com/117.htm,https://rcdb.com/4552.htm,19760000,NA,19761111,NA,1976,NA
corkscrew,steel,sit_down,extreme,valleyfair,operating,https://rcdb.com/118.htm,https://rcdb.com/4552.htm,19800000,NA,19801111,NA,1980,NA
excalibur,steel,sit_down,thrill,valleyfair,operating,https://rcdb.com/119.htm,https://rcdb.com/4552.htm,19890000,NA,19891111,NA,1989,NA
wild_thing,steel,sit_down,extreme,valleyfair,operating,https://rcdb.com/137.htm,https://rcdb.com/4552.htm,19960511,NA,19960511,NA,1996,NA
mad_mouse,steel,sit_down,thrill,valleyfair,operating,https://rcdb.com/547.htm,https://rcdb.com/4552.htm,19990508,NA,19990508,NA,1999,NA
steel_venom,steel,inverted,extreme,valleyfair,operating,https://rcdb.com/1920.htm,https://rcdb.com/4552.htm,20030517,NA,20030517,NA,2003,NA
renegade,wood,sit_down,extreme,valleyfair,operating,https://rcdb.com/3660.htm,https://rcdb.com/4552.htm,20070512,NA,20070512,NA,2007,NA
cosmic_coaster,steel,sit_down,family,valleyfair,operating,https://rcdb.com/9837.htm,https://rcdb.com/4552.htm,20110514,NA,20110514,NA,2011,NA
mild_thing,steel,sit_down,kiddie,valleyfair,defunct,https://rcdb.com/425.htm,https://rcdb.com/4552.htm,19760000,20100000,19761111,20101111,1976,2010
rails,steel,sit_down,thrill,valleyfair,defunct,https://rcdb.com/115.htm,https://rcdb.com/4552.htm,19790000,19980000,19791111,19981111,1979,1998
predator,wood,sit_down,extreme,six_flags_darien_lake,operating,https://rcdb.com/223.htm,https://rcdb.com/4581.htm,19900500,NA,19900511,NA,1990,NA
viper,steel,sit_down,extreme,six_flags_darien_lake,operating,https://rcdb.com/224.htm,https://rcdb.com/4581.htm,19820500,NA,19820511,NA,1982,NA
mind_eraser,steel,inverted,extreme,six_flags_darien_lake,operating,https://rcdb.com/430.htm,https://rcdb.com/4581.htm,19970517,NA,19970517,NA,1997,NA
boomerang,steel,sit_down,extreme,six_flags_darien_lake,operating,https://rcdb.com/490.htm,https://rcdb.com/4581.htm,19980516,NA,19980516,NA,1998,NA
ride_of_steel,steel,sit_down,extreme,six_flags_darien_lake,operating,https://rcdb.com/541.htm,https://rcdb.com/4581.htm,19990515,NA,19990515,NA,1999,NA
hoot_n_holler,steel,sit_down,family,six_flags_darien_lake,operating,https://rcdb.com/751.htm,https://rcdb.com/4581.htm,19810000,NA,19811111,NA,1981,NA
moto_coaster,steel,sit_down,thrill,six_flags_darien_lake,operating,https://rcdb.com/4138.htm,https://rcdb.com/4581.htm,20080503,NA,20080503,NA,2008,NA
tantrum,steel,sit_down,extreme,six_flags_darien_lake,operating,https://rcdb.com/15603.htm,https://rcdb.com/4581.htm,20180525,NA,20180525,NA,2018,NA
unknown,steel,stand_up,extreme,six_flags_darien_lake,defunct,https://rcdb.com/3472.htm,https://rcdb.com/4581.htm,NA,NA,NA,NA,NA,NA
nightmare_at_phantom_cave,steel,sit_down,thrill,six_flags_darien_lake,defunct,https://rcdb.com/444.htm,https://rcdb.com/4581.htm,19960000,19980000,19961111,19981111,1996,1998
unknown,steel,sit_down,NA,seaworld_orlando,under_constr,https://rcdb.com/21034.htm,https://rcdb.com/4746.htm,20240000,NA,20241111,NA,2024,NA
kraken,steel,sit_down,extreme,seaworld_orlando,operating,https://rcdb.com/581.htm,https://rcdb.com/4746.htm,20000601,NA,20000601,NA,2000,NA
journey_to_atlantis,steel,sit_down,thrill,seaworld_orlando,operating,https://rcdb.com/1904.htm,https://rcdb.com/4746.htm,19980417,NA,19980417,NA,1998,NA
super_grovers_box_car_derby,steel,sit_down,family,seaworld_orlando,operating,https://rcdb.com/3340.htm,https://rcdb.com/4746.htm,20060507,NA,20060507,NA,2006,NA
manta,steel,flying,extreme,seaworld_orlando,operating,https://rcdb.com/4190.htm,https://rcdb.com/4746.htm,20090522,NA,20090522,NA,2009,NA
mako,steel,sit_down,extreme,seaworld_orlando,operating,https://rcdb.com/12758.htm,https://rcdb.com/4746.htm,20160610,NA,20160610,NA,2016,NA
ice_breaker,steel,sit_down,thrill,seaworld_orlando,operating,https://rcdb.com/17420.htm,https://rcdb.com/4746.htm,20220218,NA,20220218,NA,2022,NA
pipeline_the_surf_coaster,steel,stand_up,extreme,seaworld_orlando,operating,https://rcdb.com/20042.htm,https://rcdb.com/4746.htm,20230527,NA,20230527,NA,2023,NA
lil_phantom,steel,sit_down,kiddie,kennywood,operating,https://rcdb.com/426.htm,https://rcdb.com/4553.htm,19960000,NA,19961111,NA,1996,NA
exterminator,steel,sit_down,thrill,kennywood,operating,https://rcdb.com/538.htm,https://rcdb.com/4553.htm,19990418,NA,19990418,NA,1999,NA
jack_rabbit,wood,sit_down,thrill,kennywood,operating,https://rcdb.com/120.htm,https://rcdb.com/4553.htm,19200000,NA,19201111,NA,1920,NA
racer,wood,sit_down,thrill,kennywood,operating,https://rcdb.com/121.htm,https://rcdb.com/4553.htm,19270000,NA,19271111,NA,1927,NA
thunderbolt,wood,sit_down,extreme,kennywood,operating,https://rcdb.com/122.htm,https://rcdb.com/4553.htm,19240000,NA,19241111,NA,1924,NA
phantoms_revenge,steel,sit_down,extreme,kennywood,operating,https://rcdb.com/123.htm,https://rcdb.com/4553.htm,19910000,NA,19911111,NA,1991,NA
sky_rocket,steel,sit_down,extreme,kennywood,operating,https://rcdb.com/8612.htm,https://rcdb.com/4553.htm,20100629,NA,20100629,NA,2010,NA
steel_curtain,steel,sit_down,extreme,kennywood,operating,https://rcdb.com/16479.htm,https://rcdb.com/4553.htm,20190713,NA,20190713,NA,2019,NA
laser_loop,steel,sit_down,extreme,kennywood,defunct,https://rcdb.com/352.htm,https://rcdb.com/4553.htm,19800000,19900000,19801111,19901111,1980,1990
dipper,wood,sit_down,family,kennywood,defunct,https://rcdb.com/1315.htm,https://rcdb.com/4553.htm,19480000,19840000,19481111,19841111,1948,1984
teddy_bear,wood,sit_down,NA,kennywood,defunct,https://rcdb.com/1982.htm,https://rcdb.com/4553.htm,19350000,19470000,19351111,19471111,1935,1947
brownie_coaster,wood,sit_down,kiddie,kennywood,defunct,https://rcdb.com/1983.htm,https://rcdb.com/4553.htm,19280000,00000000,19281111,NA,1928,NA
speed_o_plane,wood,sit_down,NA,kennywood,defunct,https://rcdb.com/1984.htm,https://rcdb.com/4553.htm,19110000,19230000,19111111,19231111,1911,1923
scenic_railway,wood,sit_down,NA,kennywood,defunct,https://rcdb.com/1985.htm,https://rcdb.com/4553.htm,19051111,19100000,19051111,19101111,1905,1910
gee_whizz_dip_the_dips,wood,sit_down,NA,kennywood,defunct,https://rcdb.com/1986.htm,https://rcdb.com/4553.htm,19020000,19210000,19021111,19211111,1902,1921
wild_mouse,steel,sit_down,thrill,kennywood,defunct,https://rcdb.com/2366.htm,https://rcdb.com/4553.htm,19580000,19600000,19581111,19601111,1958,1960
racer,wood,sit_down,NA,kennywood,defunct,https://rcdb.com/2583.htm,https://rcdb.com/4553.htm,19100000,19260000,19101111,19261111,1910,1926
steeplechase,steel,sit_down,NA,kennywood,defunct,https://rcdb.com/3109.htm,https://rcdb.com/4553.htm,19030000,19040000,19031111,19041111,1903,1904
tickler,wood,sit_down,family,kennywood,defunct,https://rcdb.com/3110.htm,https://rcdb.com/4553.htm,19310000,19520000,19311111,19521111,1931,1952
timber_wolf,wood,sit_down,extreme,worlds_of_fun,operating,https://rcdb.com/22.htm,https://rcdb.com/4533.htm,19890401,NA,19890401,NA,1989,NA
cosmic_coaster,steel,sit_down,family,worlds_of_fun,operating,https://rcdb.com/102.htm,https://rcdb.com/4533.htm,19930403,NA,19930403,NA,1993,NA
mamba,steel,sit_down,extreme,worlds_of_fun,operating,https://rcdb.com/469.htm,https://rcdb.com/4533.htm,19980418,NA,19980418,NA,1998,NA
spinning_dragons,steel,sit_down,thrill,worlds_of_fun,operating,https://rcdb.com/2572.htm,https://rcdb.com/4533.htm,20040417,NA,20040417,NA,2004,NA
patriot,steel,inverted,extreme,worlds_of_fun,operating,https://rcdb.com/3244.htm,https://rcdb.com/4533.htm,20060408,NA,20060408,NA,2006,NA
prowler,wood,sit_down,extreme,worlds_of_fun,operating,https://rcdb.com/4296.htm,https://rcdb.com/4533.htm,20090502,NA,20090502,NA,2009,NA
zambezi_zinger,wood,sit_down,thrill,worlds_of_fun,operating,https://rcdb.com/20340.htm,https://rcdb.com/4533.htm,20230619,NA,20230619,NA,2023,NA
boomerang,steel,sit_down,extreme,worlds_of_fun,operating,https://rcdb.com/653.htm,https://rcdb.com/4533.htm,20000408,NA,20000408,NA,2000,NA
schussboomer,steel,sit_down,thrill,worlds_of_fun,defunct,https://rcdb.com/679.htm,https://rcdb.com/4533.htm,19730526,19840000,19730526,19841111,1973,1984
silly_serpent,steel,sit_down,kiddie,worlds_of_fun,defunct,https://rcdb.com/686.htm,https://rcdb.com/4533.htm,19730526,19870000,19730526,19871111,1973,1987
orient_express,steel,sit_down,extreme,worlds_of_fun,defunct,https://rcdb.com/21.htm,https://rcdb.com/4533.htm,19800404,20031026,19800404,20031026,1980,2003
extremeroller,steel,sit_down,extreme,worlds_of_fun,defunct,https://rcdb.com/496.htm,https://rcdb.com/4533.htm,19760410,19880000,19760410,19881111,1976,1988
zambezi_zinger,steel,sit_down,thrill,worlds_of_fun,defunct,https://rcdb.com/23.htm,https://rcdb.com/4533.htm,19730526,19970000,19730526,19971111,1973,1997
iron_menace,steel,sit_down,extreme,dorney_park_and_wildwater_kingdom,under_constr,https://rcdb.com/21085.htm,https://rcdb.com/4588.htm,20240000,NA,20241111,NA,2024,NA
hydra_the_revenge,steel,sit_down,extreme,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/2528.htm,https://rcdb.com/4588.htm,20050507,NA,20050507,NA,2005,NA
possessed,steel,inverted,extreme,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/4039.htm,https://rcdb.com/4588.htm,20080500,NA,20080511,NA,2008,NA
thunderhawk,wood,sit_down,thrill,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/239.htm,https://rcdb.com/4588.htm,19240330,NA,19240330,NA,1924,NA
steel_force,steel,sit_down,extreme,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/276.htm,https://rcdb.com/4588.htm,19970530,NA,19970530,NA,1997,NA
wild_mouse,steel,sit_down,thrill,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/601.htm,https://rcdb.com/4588.htm,20000000,NA,20001111,NA,2000,NA
woodstock_express,steel,sit_down,family,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/642.htm,https://rcdb.com/4588.htm,20000000,NA,20001111,NA,2000,NA
talon,steel,inverted,extreme,dorney_park_and_wildwater_kingdom,operating,https://rcdb.com/735.htm,https://rcdb.com/4588.htm,20010505,NA,20010505,NA,2001,NA
dragon_coaster,steel,sit_down,family,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/1438.htm,https://rcdb.com/4588.htm,19880000,20100000,19881111,20101111,1988,2010
flying_dutchman,steel,sit_down,thrill,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/1484.htm,https://rcdb.com/4588.htm,19770000,19880000,19771111,19881111,1977,1988
wild_mouse,steel,sit_down,thrill,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/2523.htm,https://rcdb.com/4588.htm,19580000,19650000,19581111,19651111,1958,1965
laser,steel,sit_down,extreme,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/240.htm,https://rcdb.com/4588.htm,19860000,20080000,19861111,20081111,1986,2008
hercules,wood,sit_down,NA,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/241.htm,https://rcdb.com/4588.htm,19890506,20030901,19890506,20030901,1989,2003
steel_first,steel,sit_down,kiddie,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/242.htm,https://rcdb.com/4588.htm,19860000,20100000,19861111,20101111,1986,2010
stinger,steel,inverted,extreme,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/9849.htm,https://rcdb.com/4588.htm,20120428,20170000,20120428,20171111,2012,2017
mini_coaster,steel,sit_down,kiddie,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/11670.htm,https://rcdb.com/4588.htm,19570000,19850000,19571111,19851111,1957,1985
great_scenic_railway,wood,sit_down,NA,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/2862.htm,https://rcdb.com/4588.htm,19050527,19120000,19050527,19121111,1905,1912
kiddie_coaster,steel,sit_down,kiddie,dorney_park_and_wildwater_kingdom,defunct,https://rcdb.com/3633.htm,https://rcdb.com/4588.htm,19520000,00000000,19521111,NA,1952,NA
fire_in_the_hole,steel,sit_down,family,silver_dollar_city,under_constr,https://rcdb.com/21093.htm,https://rcdb.com/4579.htm,20240000,NA,20241111,NA,2024,NA
thunderation,steel,sit_down,thrill,silver_dollar_city,operating,https://rcdb.com/220.htm,https://rcdb.com/4579.htm,19930410,NA,19930410,NA,1993,NA
wildfire,steel,sit_down,extreme,silver_dollar_city,operating,https://rcdb.com/720.htm,https://rcdb.com/4579.htm,20010404,NA,20010404,NA,2001,NA
fire_in_the_hole,steel,sit_down,family,silver_dollar_city,operating,https://rcdb.com/1455.htm,https://rcdb.com/4579.htm,19720000,NA,19721111,NA,1972,NA
powder_keg_a_blast_in_the_wilderness,steel,sit_down,extreme,silver_dollar_city,operating,https://rcdb.com/1903.htm,https://rcdb.com/4579.htm,19990000,NA,19991111,NA,1999,NA
grand_exposition_coaster,steel,sit_down,family,silver_dollar_city,operating,https://rcdb.com/3401.htm,https://rcdb.com/4579.htm,20060400,NA,20060411,NA,2006,NA
outlaw_run,wood,sit_down,extreme,silver_dollar_city,operating,https://rcdb.com/10582.htm,https://rcdb.com/4579.htm,20130315,NA,20130315,NA,2013,NA
time_traveler,steel,sit_down,extreme,silver_dollar_city,operating,https://rcdb.com/15168.htm,https://rcdb.com/4579.htm,20180314,NA,20180314,NA,2018,NA
runaway_ore_cart,steel,sit_down,kiddie,silver_dollar_city,defunct,https://rcdb.com/675.htm,https://rcdb.com/4579.htm,NA,NA,NA,NA,NA,NA
tiny_toot,steel,sit_down,family,silverwood_theme_park,operating,https://rcdb.com/549.htm,https://rcdb.com/4564.htm,19980502,NA,19980502,NA,1998,NA
tremors,wood,sit_down,extreme,silverwood_theme_park,operating,https://rcdb.com/550.htm,https://rcdb.com/4564.htm,19990515,NA,19990515,NA,1999,NA
aftershock,steel,inverted,extreme,silverwood_theme_park,operating,https://rcdb.com/4155.htm,https://rcdb.com/4564.htm,20080721,NA,20080721,NA,2008,NA
krazy_koaster,steel,sit_down,family,silverwood_theme_park,operating,https://rcdb.com/11938.htm,https://rcdb.com/4564.htm,20140000,NA,20141111,NA,2014,NA
stunt_pilot,steel,sit_down,extreme,silverwood_theme_park,operating,https://rcdb.com/18691.htm,https://rcdb.com/4564.htm,20210529,NA,20210529,NA,2021,NA
timber_terror,wood,sit_down,extreme,silverwood_theme_park,operating,https://rcdb.com/176.htm,https://rcdb.com/4564.htm,19960000,NA,19961111,NA,1996,NA
corkscrew,steel,sit_down,extreme,silverwood_theme_park,operating,https://rcdb.com/178.htm,https://rcdb.com/4564.htm,19900000,NA,19901111,NA,1990,NA
coaster,steel,sit_down,kiddie,silverwood_theme_park,defunct,https://rcdb.com/179.htm,https://rcdb.com/4564.htm,19910000,00000000,19911111,NA,1991,NA
all_american_triple_loop,steel,sit_down,extreme,indiana_beach,under_constr,https://rcdb.com/18816.htm,https://rcdb.com/4599.htm,20240000,NA,20241111,NA,2024,NA
cyclone,steel,sit_down,thrill,indiana_beach,operating,https://rcdb.com/19573.htm,https://rcdb.com/4599.htm,20220430,NA,20220430,NA,2022,NA
steel_hawg,steel,sit_down,extreme,indiana_beach,operating,https://rcdb.com/2722.htm,https://rcdb.com/4599.htm,20080705,NA,20080705,NA,2008,NA
hoosier_hurricane,wood,sit_down,thrill,indiana_beach,operating,https://rcdb.com/270.htm,https://rcdb.com/4599.htm,19940527,NA,19940527,NA,1994,NA
tigrr_coaster,steel,sit_down,thrill,indiana_beach,operating,https://rcdb.com/285.htm,https://rcdb.com/4599.htm,19840000,NA,19841111,NA,1984,NA
lost_coaster_of_superstition_mountain,wood,sit_down,thrill,indiana_beach,operating,https://rcdb.com/460.htm,https://rcdb.com/4599.htm,20020608,NA,20020608,NA,2002,NA
cornball_express,wood,sit_down,thrill,indiana_beach,operating,https://rcdb.com/741.htm,https://rcdb.com/4599.htm,20010518,NA,20010518,NA,2001,NA
little_dipper,steel,sit_down,kiddie,indiana_beach,defunct,https://rcdb.com/1865.htm,https://rcdb.com/4599.htm,19501111,00000000,19501111,NA,1950,NA
galaxi,steel,sit_down,thrill,indiana_beach,defunct,https://rcdb.com/286.htm,https://rcdb.com/4599.htm,19710000,20130000,19711111,20131111,1971,2013
dragon_wagon,steel,sit_down,family,indiana_beach,defunct,https://rcdb.com/11898.htm,https://rcdb.com/4599.htm,20150522,20180000,20150522,20181111,2015,2018
great_noreaster,steel,inverted,extreme,moreys_piers,operating,https://rcdb.com/158.htm,https://rcdb.com/4560.htm,19950000,NA,19951111,NA,1995,NA
sea_serpent,steel,sit_down,extreme,moreys_piers,operating,https://rcdb.com/302.htm,https://rcdb.com/4560.htm,19840000,NA,19841111,NA,1984,NA
rollies_coaster,steel,sit_down,thrill,moreys_piers,operating,https://rcdb.com/648.htm,https://rcdb.com/4560.htm,19990000,NA,19991111,NA,1999,NA
great_white,wood,sit_down,extreme,moreys_piers,operating,https://rcdb.com/408.htm,https://rcdb.com/4560.htm,19960000,NA,19961111,NA,1996,NA
doo_wopper,steel,sit_down,thrill,moreys_piers,operating,https://rcdb.com/2927.htm,https://rcdb.com/4560.htm,20050514,NA,20050514,NA,2005,NA
wild_whizzer,steel,sit_down,family,moreys_piers,operating,https://rcdb.com/15953.htm,https://rcdb.com/4560.htm,20180602,NA,20180602,NA,2018,NA
runaway_tram,steel,sit_down,family,moreys_piers,operating,https://rcdb.com/16782.htm,https://rcdb.com/4560.htm,20190809,NA,20190809,NA,2019,NA
zyclone,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/11398.htm,https://rcdb.com/4560.htm,19880000,19890000,19881111,19891111,1988,1989
doo_wopper,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/508.htm,https://rcdb.com/4560.htm,19980807,20040000,19980807,20041111,1998,2004
rc48,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/689.htm,https://rcdb.com/4560.htm,20000000,20040000,20001111,20041111,2000,2004
wild_mouse,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/1528.htm,https://rcdb.com/4560.htm,19570000,00000000,19571111,NA,1957,NA
jumbo_jet,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/1916.htm,https://rcdb.com/4560.htm,19760000,19870000,19761111,19871111,1976,1987
katapult,steel,sit_down,extreme,moreys_piers,defunct,https://rcdb.com/1941.htm,https://rcdb.com/4560.htm,19850000,19880000,19851111,19881111,1985,1988
wild_mouse,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/2327.htm,https://rcdb.com/4560.htm,19570000,00000000,19571111,NA,1957,NA
jet_400,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/2330.htm,https://rcdb.com/4560.htm,19750000,19840000,19751111,19841111,1975,1984
zyklon,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/303.htm,https://rcdb.com/4560.htm,19671111,19990000,19671111,19991111,1967,1999
jet_star,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/159.htm,https://rcdb.com/4560.htm,19930000,19990000,19931111,19991111,1993,1999
flitzer,steel,sit_down,thrill,moreys_piers,defunct,https://rcdb.com/160.htm,https://rcdb.com/4560.htm,19830000,20180930,19831111,20180930,1983,2018
corkscrew,steel,sit_down,extreme,michigans_adventure,operating,https://rcdb.com/218.htm,https://rcdb.com/4578.htm,19790000,NA,19791111,NA,1979,NA
wolverine_wildcat,wood,sit_down,extreme,michigans_adventure,operating,https://rcdb.com/219.htm,https://rcdb.com/4578.htm,19880514,NA,19880514,NA,1988,NA
zachs_zoomer,wood,sit_down,family,michigans_adventure,operating,https://rcdb.com/415.htm,https://rcdb.com/4578.htm,19940722,NA,19940722,NA,1994,NA
shivering_timbers,wood,sit_down,extreme,michigans_adventure,operating,https://rcdb.com/478.htm,https://rcdb.com/4578.htm,19980000,NA,19981111,NA,1998,NA
mad_mouse,steel,sit_down,thrill,michigans_adventure,operating,https://rcdb.com/537.htm,https://rcdb.com/4578.htm,19990000,NA,19991111,NA,1999,NA
